idiom,submission,category,rating,likes,dislikes,reports,idiom_indices,idiom_words,lemmas,words
üste çıkmak,Acun bu sene de vergi listesinin en üstlerine çıkarak gündem oldu,nonidiom,0.5,1,0,1,"[7, 8]","['üstlerine', 'çıkarak']","['Acun', 'bu', 'sene', 'demek', 'Vergi', 'liste', 'en', 'üst', 'çıkmak', 'gündem', 'olmak']","['Acun', 'bu', 'sene', 'de', 'vergi', 'listesinin', 'en', 'üstlerine', 'çıkarak', 'gündem', 'oldu']"
üste çıkmak,Kaza yapan araçlar üst üste çıktı,nonidiom,0.6666666666666666,2,1,0,"[4, 5]","['üste', 'çıktı']","['kazmak', 'yapmak', 'Araç', 'üst', 'üst', 'çıkmak']","['Kaza', 'yapan', 'araçlar', 'üst', 'üste', 'çıktı']"
üste çıkmak,Dışarı çıkmak için üstüne birşeyler aldı,nonidiom,0.6666666666666666,2,1,0,"[3, 1]","['üstüne', 'çıkmak']","['dışarı', 'çıkmak', 'içmek', 'üst', 'birşey', 'almak']","['Dışarı', 'çıkmak', 'için', 'üstüne', 'birşeyler', 'aldı']"
üste çıkmak,Üstüme oynanan oyunları açığa çıkmalı.,nonidiom,0.6666666666666666,2,1,0,"[0, 4]","['Üstüme', 'çıkmalı']","['üst', 'oynamak', 'oyun', 'açık', 'çıkmak', '.']","['Üstüme', 'oynanan', 'oyunları', 'açığa', 'çıkmalı', '.']"
üste çıkmak,"sıralamalarda üste çıkmak hiç
kolay değil",nonidiom,1.0,3,0,0,"[1, 2]","['üste', 'çıkmak']","['sıralamak', 'üst', 'çıkmak', 'hiç', 'kolay', 'değil']","['sıralamalarda', 'üste', 'çıkmak', 'hiç', 'kolay', 'değil']"
üste çıkmak,"Üst kat senin için tehlikeli, oraya çıkma!",nonidiom,0.6666666666666666,2,1,0,"[0, 7]","['Üst', 'çıkma']","['üst', 'katmak', 'sen', 'içmek', 'tehlike', ',', 'ora', 'çıkmak', '!']","['Üst', 'kat', 'senin', 'için', 'tehlikeli', ',', 'oraya', 'çıkma', '!']"
üste çıkmak,Twitter gündeminin en üstüne çıkmayı kolay mı sandınız?,nonidiom,1.0,2,0,0,"[3, 4]","['üstüne', 'çıkmayı']","['Twitter', 'gündem', 'en', 'üst', 'çıkmak', 'kolay', 'mı', 'san', '?']","['Twitter', 'gündeminin', 'en', 'üstüne', 'çıkmayı', 'kolay', 'mı', 'sandınız', '?']"
üste çıkmak,Son gönderdiğim örnekle sıralamada en üste çıktım,nonidiom,0.3333333333333333,1,2,0,"[5, 6]","['üste', 'çıktım']","['son', 'göndermek', 'örneklemek', 'sıralamak', 'en', 'üst', 'çıkmak']","['Son', 'gönderdiğim', 'örnekle', 'sıralamada', 'en', 'üste', 'çıktım']"
üste çıkmak,zmuftuoglu en çok örneği oylayarak üst sıraya çıkmayı başardı.,nonidiom,0.3333333333333333,1,2,0,"[5, 7]","['üst', 'çıkmayı']","['zmuftuoglu', 'en', 'çok', 'örnek', 'oylamak', 'üst', 'sıra', 'çıkmak', 'Başar', '.']","['zmuftuoglu', 'en', 'çok', 'örneği', 'oylayarak', 'üst', 'sıraya', 'çıkmayı', 'başardı', '.']"
üste çıkmak,"Bu ev o kadar büyük ki, üste mi çıkalım alta mı inelim bilemedim.",nonidiom,0.6666666666666666,2,1,0,"[7, 9]","['üste', 'çıkalım']","['bu', 'ev', 'o', 'Kadar', 'büyük', 'ki', ',', 'üst', 'Mi', 'çıkmak', 'alt', 'mı', 'inmek', 'bilemek', '.']","['Bu', 'ev', 'o', 'kadar', 'büyük', 'ki', ',', 'üste', 'mi', 'çıkalım', 'alta', 'mı', 'inelim', 'bilemedim', '.']"
üste çıkmak,Ben her zaman ikincide üste çıkmayı isterüm,nonidiom,0.0,0,4,0,"[4, 5]","['üste', 'çıkmayı']","['ben', 'her', 'zaman', 'ikinci', 'üst', 'çıkmak', 'isterüm']","['Ben', 'her', 'zaman', 'ikincide', 'üste', 'çıkmayı', 'isterüm']"
üste çıkmak,Koronavirüs önlemlerine rağmen tüm otobüslerde insanlar üst üste çıkmıştı.,nonidiom,1.0,2,0,0,"[7, 8]","['üste', 'çıkmıştı']","['Koronavirüs', 'önlem', 'rağmen', 'tüm', 'otobüs', 'insan', 'üst', 'üst', 'çıkmak', '.']","['Koronavirüs', 'önlemlerine', 'rağmen', 'tüm', 'otobüslerde', 'insanlar', 'üst', 'üste', 'çıkmıştı', '.']"
üste çıkmak,O sandalyenin üstüne çıkmamanı defalarca söyledim,nonidiom,0.6666666666666666,2,1,0,"[2, 3]","['üstüne', 'çıkmamanı']","['o', 'sandalye', 'üst', 'çıkmak', 'defalarca', 'söylemek']","['O', 'sandalyenin', 'üstüne', 'çıkmamanı', 'defalarca', 'söyledim']"
üste çıkmak,Üst üste yaptığın bu hatalara rağmen bu olayın içinden nasıl çıkacaksın?,nonidiom,0.75,3,1,0,"[1, 10]","['üste', 'çıkacaksın']","['üst', 'üst', 'yapmak', 'bu', 'hata', 'rağmen', 'bu', 'olay', 'iç', 'nasıl', 'çıkmak', '?']","['Üst', 'üste', 'yaptığın', 'bu', 'hatalara', 'rağmen', 'bu', 'olayın', 'içinden', 'nasıl', 'çıkacaksın', '?']"
üste çıkmak,Sandalyenin üstüne çıktım.,nonidiom,0.3333333333333333,1,2,0,"[1, 2]","['üstüne', 'çıktım']","['sandalye', 'üst', 'çıkmak', '.']","['Sandalyenin', 'üstüne', 'çıktım', '.']"
üste çıkmak,"Üst kattaki odalarımız bugün müsait, çıkın.",nonidiom,1.0,3,0,0,"[0, 6]","['Üst', 'çıkın']","['üst', 'kat', 'oda', 'bugün', 'müsait', ',', 'çıkmak', '.']","['Üst', 'kattaki', 'odalarımız', 'bugün', 'müsait', ',', 'çıkın', '.']"
üste çıkmak,Üst komşumuz karantinadan hala çıkamamış,nonidiom,0.6666666666666666,2,1,0,"[0, 4]","['Üst', 'çıkamamış']","['üst', 'komşu', 'karantina', 'hala', 'çıkmak']","['Üst', 'komşumuz', 'karantinadan', 'hala', 'çıkamamış']"
üstünden atmak,İşler sıkışınca üstünden atmada üstüne yok!,idiom,1.0,5,0,0,"[2, 3]","['üstünden', 'atmada']","['işlemek', 'sıkışmak', 'üst', 'atmak', 'üst', 'yok', '!']","['İşler', 'sıkışınca', 'üstünden', 'atmada', 'üstüne', 'yok', '!']"
üstünden atmak,Üstünden atmaya çalıştığın işler peşinden gelecek.,idiom,1.0,4,0,0,"[0, 1]","['Üstünden', 'atmaya']","['üst', 'atmak', 'çalışmak', 'işlemek', 'Peşinde', 'gelecek', '.']","['Üstünden', 'atmaya', 'çalıştığın', 'işler', 'peşinden', 'gelecek', '.']"
üstünden atmak,Yok artık yine mi üstüne tüm tasarım işlerni attı.,idiom,0.4,2,2,1,"[4, 8]","['üstüne', 'attı']","['yok', 'artık', 'yine', 'mi', 'üst', 'tüm', 'tasar', 'işlerni', 'atmak', '.']","['Yok', 'artık', 'yine', 'mi', 'üstüne', 'tüm', 'tasarım', 'işlerni', 'attı', '.']"
üstünden atmak,Üstünden atmaya çalışma boşuna bunları sana yaptıracaklar,idiom,1.0,5,0,0,"[0, 1]","['Üstünden', 'atmaya']","['üst', 'atmak', 'çalışmak', 'boş', 'bu', 'Sana', 'yapmak']","['Üstünden', 'atmaya', 'çalışma', 'boşuna', 'bunları', 'sana', 'yaptıracaklar']"
üstünden atmak,Veri etiketleme işini üstünden atamazsın!,idiom,1.0,5,0,0,"[3, 4]","['üstünden', 'atamazsın']","['veri', 'etiketlemek', 'iş', 'üst', 'atmak', '!']","['Veri', 'etiketleme', 'işini', 'üstünden', 'atamazsın', '!']"
üstünden atmak,Diğer yarışmacılar hazmedemeyince üstüme çamur attılar.,idiom,0.5,2,2,0,"[3, 5]","['üstüme', 'attılar']","['diğer', 'yarışmak', 'hazmetmek', 'üst', 'çamur', 'atmak', '.']","['Diğer', 'yarışmacılar', 'hazmedemeyince', 'üstüme', 'çamur', 'attılar', '.']"
üstünden atmak,Makale yazıyor diye diğer tüm sorumlulukları üstünden attı.,idiom,1.0,5,0,0,"[6, 7]","['üstünden', 'attı']","['makale', 'yazmak', 'demek', 'diğer', 'tüm', 'sorum', 'üst', 'atmak', '.']","['Makale', 'yazıyor', 'diye', 'diğer', 'tüm', 'sorumlulukları', 'üstünden', 'attı', '.']"
üstünden atmak,Yine üstünden mi attı!,idiom,0.4,2,3,0,"[1, 3]","['üstünden', 'attı']","['yine', 'üst', 'mi', 'atmak', '!']","['Yine', 'üstünden', 'mi', 'attı', '!']"
üstünden atmak,Bu yaşananların etkisini üstümden nasıl atacağım?,idiom,1.0,5,0,0,"[3, 5]","['üstümden', 'atacağım']","['bu', 'yaşamak', 'etki', 'üst', 'nasıl', 'atmak', '?']","['Bu', 'yaşananların', 'etkisini', 'üstümden', 'nasıl', 'atacağım', '?']"
üstünden atmak,Bu yaşadıklarının etkisini üstünden uzun süre atamaz.,idiom,1.0,5,0,0,"[3, 6]","['üstünden', 'atamaz']","['bu', 'yaşamak', 'etki', 'üst', 'uz', 'sürmek', 'atmak', '.']","['Bu', 'yaşadıklarının', 'etkisini', 'üstünden', 'uzun', 'süre', 'atamaz', '.']"
üstünden atmak,Hata sonucunda bütün sorumluluğu yapay zekanın üstüne attılar.,idiom,0.6,3,2,0,"[6, 7]","['üstüne', 'attılar']","['hata', 'sonuç', 'bütün', 'sorum', 'yapay', 'zekâ', 'üst', 'atmak', '.']","['Hata', 'sonucunda', 'bütün', 'sorumluluğu', 'yapay', 'zekanın', 'üstüne', 'attılar', '.']"
üstünden atmak,Öğretmen cezalandırmasın diye suçumu başkalarının üstüne attı,idiom,0.8,4,1,0,"[5, 6]","['üstüne', 'attı']","['öğretmek', 'ceza', 'demek', 'suç', 'başka', 'üst', 'atmak']","['Öğretmen', 'cezalandırmasın', 'diye', 'suçumu', 'başkalarının', 'üstüne', 'attı']"
üstünden atmak,Facebook mahkemede tüm sorumluluğu üstünden atmaya çalıştı.,idiom,1.0,5,0,0,"[4, 5]","['üstünden', 'atmaya']","['Facebook', 'mahkeme', 'tüm', 'sorum', 'üst', 'atmak', 'çalmak', '.']","['Facebook', 'mahkemede', 'tüm', 'sorumluluğu', 'üstünden', 'atmaya', 'çalıştı', '.']"
üstünden atmak,"Üstünden attın da ne oldu, işler yine yapıldı.",idiom,1.0,5,0,0,"[0, 1]","['Üstünden', 'attın']","['üst', 'atmak', 'da', 'Ne', 'olmak', ',', 'işlemek', 'yine', 'yapmak', '.']","['Üstünden', 'attın', 'da', 'ne', 'oldu', ',', 'işler', 'yine', 'yapıldı', '.']"
üstünden atmak,Onun üstünden attığı iş yine kardeşime kaldı.,idiom,1.0,4,0,0,"[1, 2]","['üstünden', 'attığı']","['o', 'üst', 'atmak', 'iş', 'yine', 'kardeş', 'kalmak', '.']","['Onun', 'üstünden', 'attığı', 'iş', 'yine', 'kardeşime', 'kaldı', '.']"
üstünden atmak,Daha toplantıya girişinden bir sürü şeyi üstünden atacağı belliydi.,idiom,0.8,4,1,0,"[6, 7]","['üstünden', 'atacağı']","['daha', 'toplantı', 'girmek', 'bir', 'sürü', 'şey', 'üst', 'atmak', 'bel', '.']","['Daha', 'toplantıya', 'girişinden', 'bir', 'sürü', 'şeyi', 'üstünden', 'atacağı', 'belliydi', '.']"
üstünden atmak,Bu işi üstünden attığına değmedi.,idiom,1.0,5,0,0,"[2, 3]","['üstünden', 'attığına']","['bu', 'iş', 'üst', 'atmak', 'değmek', '.']","['Bu', 'işi', 'üstünden', 'attığına', 'değmedi', '.']"
üstünden atmak,Tartışınca yapamadığı her şeyin mesüliyetini benim üstüne atmaya çalıştı.,idiom,0.4,2,1,2,"[6, 7]","['üstüne', 'atmaya']","['tartmak', 'yapmak', 'her', 'şey', 'mesüliyetini', 'ben', 'üst', 'atmak', 'çalmak', '.']","['Tartışınca', 'yapamadığı', 'her', 'şeyin', 'mesüliyetini', 'benim', 'üstüne', 'atmaya', 'çalıştı', '.']"
üstünden atmak,Üstümüzden nasıl atabiliriz bu mutsuzluğu,idiom,0.75,3,1,0,"[0, 2]","['Üstümüzden', 'atabiliriz']","['üst', 'nasıl', 'atmak', 'bu', 'mutsuz']","['Üstümüzden', 'nasıl', 'atabiliriz', 'bu', 'mutsuzluğu']"
üstünden atmak,Bugün tüm yükümlülükleri üstünden attı ama peki yarın?,idiom,1.0,4,0,0,"[3, 4]","['üstünden', 'attı']","['bugün', 'tüm', 'yüküm', 'üst', 'atmak', 'âmâ', 'peki', 'yar', '?']","['Bugün', 'tüm', 'yükümlülükleri', 'üstünden', 'attı', 'ama', 'peki', 'yarın', '?']"
üstünden atmak,"Yanlış örnekleri beğenmeyerek oyuna katkıda bulunuyorduk, ve olayın sonuçlarının vebalini üstümüzden atıyorduk.",idiom,1.0,4,0,0,"[11, 12]","['üstümüzden', 'atıyorduk']","['yanlış', 'örnek', 'beğenmek', 'oy', 'katkı', 'bulunmak', ',', 've', 'olay', 'sonuç', 'vebal', 'üst', 'atmak', '.']","['Yanlış', 'örnekleri', 'beğenmeyerek', 'oyuna', 'katkıda', 'bulunuyorduk', ',', 've', 'olayın', 'sonuçlarının', 'vebalini', 'üstümüzden', 'atıyorduk', '.']"
üstünden atmak,Üstünden atmakta üstüne yok!,idiom,1.0,5,0,0,"[0, 1]","['Üstünden', 'atmakta']","['üst', 'atmak', 'üst', 'yok', '!']","['Üstünden', 'atmakta', 'üstüne', 'yok', '!']"
üstünden atmak,Şu kasvetli havayı üstümüzden atalım hadi.,idiom,1.0,4,0,0,"[3, 4]","['üstümüzden', 'atalım']","['şu', 'kasvet', 'hava', 'üst', 'atmak', 'hadi', '.']","['Şu', 'kasvetli', 'havayı', 'üstümüzden', 'atalım', 'hadi', '.']"
üstünden atmak,Bu işi üstünden neden atmak istiyorsun ki?,idiom,1.0,4,0,0,"[2, 4]","['üstünden', 'atmak']","['bu', 'iş', 'üst', 'Ne', 'atmak', 'istemek', 'ki', '?']","['Bu', 'işi', 'üstünden', 'neden', 'atmak', 'istiyorsun', 'ki', '?']"
üstünden atmak,Yine işleri üstünden atmayı başardı!,idiom,0.8,4,1,0,"[2, 3]","['üstünden', 'atmayı']","['yine', 'iş', 'üst', 'atmak', 'başarmak', '!']","['Yine', 'işleri', 'üstünden', 'atmayı', 'başardı', '!']"
üstünden atmak,Birinci olamamayışının sorumluluğunu başkalarının üstüne atmaktan vazgeçmeliydi.,idiom,0.75,3,1,0,"[4, 5]","['üstüne', 'atmaktan']","['birinci', 'olamamayışının', 'sorum', 'başka', 'üst', 'atmak', 'vazgeçmek', '.']","['Birinci', 'olamamayışının', 'sorumluluğunu', 'başkalarının', 'üstüne', 'atmaktan', 'vazgeçmeliydi', '.']"
üstünden atmak,Bu oyunu kazanma işini benim üstüme attılar.,idiom,0.8,4,1,0,"[5, 6]","['üstüme', 'attılar']","['bu', 'oy', 'kazanmak', 'iş', 'ben', 'üst', 'atmak', '.']","['Bu', 'oyunu', 'kazanma', 'işini', 'benim', 'üstüme', 'attılar', '.']"
üstünden atmak,Kederli havayı üstünden at.,idiom,1.0,5,0,0,"[2, 3]","['üstünden', 'at']","['keder', 'hava', 'üst', 'atmak', '.']","['Kederli', 'havayı', 'üstünden', 'at', '.']"
üstünden atmak,"Bugün ne kadar çok kötü örnek var, değerlendirmemi adil yapıp sorumluluğu üstümden atmalıyım.",idiom,0.75,3,0,1,"[12, 13]","['üstümden', 'atmalıyım']","['bugün', 'Ne', 'kadar', 'çok', 'kötü', 'örnek', 'varmak', ',', 'değerlendirmek', 'adil', 'yapmak', 'sorum', 'üst', 'atmak', '.']","['Bugün', 'ne', 'kadar', 'çok', 'kötü', 'örnek', 'var', ',', 'değerlendirmemi', 'adil', 'yapıp', 'sorumluluğu', 'üstümden', 'atmalıyım', '.']"
üstünden atmak,Mahkemede bile hala hatasını üstünden atmaya çalıştı.,idiom,1.0,5,0,0,"[4, 5]","['üstünden', 'atmaya']","['mahkeme', 'bilemek', 'hâlâ', 'hata', 'üst', 'atmak', 'çalmak', '.']","['Mahkemede', 'bile', 'hala', 'hatasını', 'üstünden', 'atmaya', 'çalıştı', '.']"
üstünden atmak,Sınavı bitirdi yükü üstünden attı.,idiom,1.0,5,0,0,"[3, 4]","['üstünden', 'attı']","['sınav', 'bitirmek', 'yük', 'üst', 'atmak', '.']","['Sınavı', 'bitirdi', 'yükü', 'üstünden', 'attı', '.']"
üstünden atmak,Bu oyunun yanlış etiketleri düzenlemek için de olduğunu unutan yarışmacı sorumluluğunu üstünden attı.,idiom,0.75,3,1,0,"[11, 12]","['üstünden', 'attı']","['bu', 'oy', 'yanlış', 'etiket', 'düzenlemek', 'iç', 'de', 'olmak', 'unutmak', 'yarışmak', 'sorum', 'üst', 'atmak', '.']","['Bu', 'oyunun', 'yanlış', 'etiketleri', 'düzenlemek', 'için', 'de', 'olduğunu', 'unutan', 'yarışmacı', 'sorumluluğunu', 'üstünden', 'attı', '.']"
üstünden atmak,Üstüme attığı iş yükünün farkında değildi.,idiom,0.75,3,1,0,"[0, 1]","['Üstüme', 'attığı']","['üst', 'atmak', 'iş', 'yükünmek', 'fark', 'değil', '.']","['Üstüme', 'attığı', 'iş', 'yükünün', 'farkında', 'değildi', '.']"
üstünden atmak,Üstünden yol yorgunluğınu kolayca attı.,idiom,0.6,3,2,0,"[0, 4]","['Üstünden', 'attı']","['üst', 'yolmak', 'yorgunluğınu', 'kolay', 'atmak', '.']","['Üstünden', 'yol', 'yorgunluğınu', 'kolayca', 'attı', '.']"
üstünden atmak,Üstünden attığın iş bana kaldı.,idiom,1.0,5,0,0,"[0, 1]","['Üstünden', 'attığın']","['üst', 'atmak', 'iş', 'ban', 'kalmak', '.']","['Üstünden', 'attığın', 'iş', 'bana', 'kaldı', '.']"
üstünden atmak,Her hafta üstündeki işi atmaktan vazgeçmiyor.,idiom,0.8,4,1,0,"[2, 4]","['üstündeki', 'atmaktan']","['her', 'hafta', 'üst', 'iş', 'atmak', 'vazgeçmek', '.']","['Her', 'hafta', 'üstündeki', 'işi', 'atmaktan', 'vazgeçmiyor', '.']"
üstünden atmak,Ay yeter artık üstünden neden atmıyorsun bu angarya işleri?,idiom,1.0,2,0,0,"[3, 5]","['üstünden', 'atmıyorsun']","['Ay', 'yeter', 'artık', 'üst', 'Ne', 'atmak', 'bu', 'angarya', 'iş', '?']","['Ay', 'yeter', 'artık', 'üstünden', 'neden', 'atmıyorsun', 'bu', 'angarya', 'işleri', '?']"
üstünden atmak,Tamam çok etkilendin biliyor ama üstünden atmaya çalış bu kötü duyguları.,idiom,1.0,5,0,0,"[5, 6]","['üstünden', 'atmaya']","['tamam', 'çok', 'etkilemek', 'bilmek', 'âmâ', 'üst', 'atmak', 'çalmak', 'bu', 'kötü', 'duygu', '.']","['Tamam', 'çok', 'etkilendin', 'biliyor', 'ama', 'üstünden', 'atmaya', 'çalış', 'bu', 'kötü', 'duyguları', '.']"
üstünden atmak,Çok üşüdüğü için üstüne bir şak atıp dışarı çıktı.,nonidiom,0.6,3,1,1,"[3, 6]","['üstüne', 'atıp']","['çok', 'üşümek', 'iç', 'üst', 'bir', 'şak', 'atmak', 'dışarı', 'çıktı', '.']","['Çok', 'üşüdüğü', 'için', 'üstüne', 'bir', 'şak', 'atıp', 'dışarı', 'çıktı', '.']"
üstünden atmak,Dondurmanın üstüne fıstık atayım mı?,nonidiom,0.8,4,1,0,"[1, 3]","['üstüne', 'atayım']","['dondurma', 'üst', 'fıstık', 'atmak', 'mı', '?']","['Dondurmanın', 'üstüne', 'fıstık', 'atayım', 'mı', '?']"
üstünden atmak,Tüm misafirler gelin ve damadın üstüne güller atıyorlardı.,nonidiom,0.8,4,1,0,"[5, 7]","['üstüne', 'atıyorlardı']","['tüm', 'misafir', 'gelin', 've', 'damat', 'üst', 'gül', 'atmak', '.']","['Tüm', 'misafirler', 'gelin', 've', 'damadın', 'üstüne', 'güller', 'atıyorlardı', '.']"
üstünden atmak,Oyun kurallarına göre topları adamın üstüne atman gerekiyor.,nonidiom,0.6,3,2,0,"[5, 6]","['üstüne', 'atman']","['oy', 'kural', 'görmek', 'top', 'adam', 'üst', 'atmak', 'gerekmek', '.']","['Oyun', 'kurallarına', 'göre', 'topları', 'adamın', 'üstüne', 'atman', 'gerekiyor', '.']"
üstünden atmak,Onu hediyeye boğmak için hepsini bir anda üstüne attı.,nonidiom,1.0,5,0,0,"[7, 8]","['üstüne', 'attı']","['o', 'Hediye', 'boğmak', 'iç', 'hepsi', 'bir', 'an', 'üst', 'atmak', '.']","['Onu', 'hediyeye', 'boğmak', 'için', 'hepsini', 'bir', 'anda', 'üstüne', 'attı', '.']"
üstünden atmak,Binanın üstünden çiçekler atıyordu.,nonidiom,1.0,5,0,0,"[1, 3]","['üstünden', 'atıyordu']","['bina', 'üst', 'çiçeklemek', 'atmak', '.']","['Binanın', 'üstünden', 'çiçekler', 'atıyordu', '.']"
üstünden atmak,Ateşi söndürmek için üstüne battaniye attım,nonidiom,1.0,5,0,0,"[3, 5]","['üstüne', 'attım']","['ateş', 'sönmek', 'iç', 'üst', 'battaniye', 'atmak']","['Ateşi', 'söndürmek', 'için', 'üstüne', 'battaniye', 'attım']"
üstünden atmak,Yaramın üstüne tuz attı.,nonidiom,0.6,3,2,0,"[1, 3]","['üstüne', 'attı']","['yara', 'üst', 'tuz', 'atmak', '.']","['Yaramın', 'üstüne', 'tuz', 'attı', '.']"
üstünden atmak,Eve geldiği gibi üstünden ceketini attı.,nonidiom,0.8333333333333334,5,1,0,"[3, 5]","['üstünden', 'attı']","['ev', 'gelmek', 'gibi', 'üst', 'ceket', 'atmak', '.']","['Eve', 'geldiği', 'gibi', 'üstünden', 'ceketini', 'attı', '.']"
üstünden atmak,Çimlerin üstüne bastıklarını görünce tepemin tası attı.,nonidiom,0.8,4,1,0,"[1, 6]","['üstüne', 'attı']","['çim', 'üst', 'basmak', 'görmek', 'tepe', 'tas', 'atmak', '.']","['Çimlerin', 'üstüne', 'bastıklarını', 'görünce', 'tepemin', 'tası', 'attı', '.']"
üstünden atmak,Şaka yapacakmış diye aldığı yumurtaları kızın üstüne attı.,nonidiom,1.0,5,0,0,"[6, 7]","['üstüne', 'attı']","['şaka', 'yapmak', 'demek', 'almak', 'yumurta', 'kızmak', 'üst', 'atmak', '.']","['Şaka', 'yapacakmış', 'diye', 'aldığı', 'yumurtaları', 'kızın', 'üstüne', 'attı', '.']"
üstünden atmak,Gelinin üstünden pirinç atmak düğünlerde adettendir.,nonidiom,1.0,4,0,0,"[1, 3]","['üstünden', 'atmak']","['gelin', 'üst', 'pirinç', 'atmak', 'düğün', 'adet', '.']","['Gelinin', 'üstünden', 'pirinç', 'atmak', 'düğünlerde', 'adettendir', '.']"
üstünden atmak,Topladığı çamaşırları yatağın üstüne attı.,nonidiom,0.8,4,1,0,"[3, 4]","['üstüne', 'attı']","['toplamak', 'çamaşır', 'yatak', 'üst', 'atmak', '.']","['Topladığı', 'çamaşırları', 'yatağın', 'üstüne', 'attı', '.']"
üstünden atmak,"Yemeğin üstüne takla atma, miden bulanır.",nonidiom,0.8,4,1,0,"[1, 3]","['üstüne', 'atma']","['yemek', 'üst', 'takla', 'atmak', ',', 'mide', 'bulamak', '.']","['Yemeğin', 'üstüne', 'takla', 'atma', ',', 'miden', 'bulanır', '.']"
üstünden atmak,Denizin üstünde yüzsün diye şişme yatak attı.,nonidiom,0.8,4,1,0,"[1, 6]","['üstünde', 'attı']","['de', 'üst', 'yüz', 'demek', 'şişmek', 'yatak', 'atmak', '.']","['Denizin', 'üstünde', 'yüzsün', 'diye', 'şişme', 'yatak', 'attı', '.']"
üstünden atmak,Sırtına aldığı yük ağır gelince üstünden attı.,nonidiom,0.8,4,1,0,"[5, 6]","['üstünden', 'attı']","['sırt', 'almak', 'yük', 'ağır', 'gelin', 'üst', 'atmak', '.']","['Sırtına', 'aldığı', 'yük', 'ağır', 'gelince', 'üstünden', 'attı', '.']"
üstünden atmak,Üşüdüğünü görünce üstüne bir yorgan attım.,nonidiom,1.0,5,0,0,"[2, 5]","['üstüne', 'attım']","['üşümek', 'görmek', 'üst', 'bir', 'yorga', 'atmak', '.']","['Üşüdüğünü', 'görünce', 'üstüne', 'bir', 'yorgan', 'attım', '.']"
üstünden atmak,Üstünden yorganı attığı gibi balkona koştu.,nonidiom,1.0,5,0,0,"[0, 2]","['Üstünden', 'attığı']","['üst', 'yorga', 'atmak', 'gibi', 'balkon', 'koşmak', '.']","['Üstünden', 'yorganı', 'attığı', 'gibi', 'balkona', 'koştu', '.']"
üstünden atmak,Kahvesinin üstüne çikolata tozu attı.,nonidiom,0.6,3,2,0,"[1, 4]","['üstüne', 'attı']","['kahve', 'üst', 'çikolata', 'toz', 'atmak', '.']","['Kahvesinin', 'üstüne', 'çikolata', 'tozu', 'attı', '.']"
üstünden atmak,Üstünden attığı şalı rüzgarda uçup kayboldu.,nonidiom,1.0,4,0,0,"[0, 1]","['Üstünden', 'attığı']","['üst', 'atmak', 'Şa', 'rüzgâr', 'uçmak', 'kaybolmak', '.']","['Üstünden', 'attığı', 'şalı', 'rüzgarda', 'uçup', 'kayboldu', '.']"
üstünden atmak,"At, huysuzlanıp beni üstünden attı.",nonidiom,1.0,5,0,0,"[4, 5]","['üstünden', 'attı']","['atmak', ',', 'huy', 'ben', 'üst', 'atmak', '.']","['At', ',', 'huysuzlanıp', 'beni', 'üstünden', 'attı', '.']"
üstünden atmak,Yediği çekirdeklerin kabuklarını üstüme attı.,nonidiom,0.6,3,2,0,"[3, 4]","['üstüme', 'attı']","['yemek', 'çekirdek', 'kabuk', 'üst', 'atmak', '.']","['Yediği', 'çekirdeklerin', 'kabuklarını', 'üstüme', 'attı', '.']"
üstünden atmak,Eşeğe binmeye çalışıyordum ki bir hareketle beni üstünden attı.,nonidiom,1.0,4,0,0,"[7, 8]","['üstünden', 'attı']","['eşek', 'binmek', 'çalışmak', 'ki', 'bir', 'hareket', 'ben', 'üst', 'atmak', '.']","['Eşeğe', 'binmeye', 'çalışıyordum', 'ki', 'bir', 'hareketle', 'beni', 'üstünden', 'attı', '.']"
üstünden atmak,Soğuk suyu üstüme atınca birden ürperdim,nonidiom,0.6,3,2,0,"[2, 3]","['üstüme', 'atınca']","['soğuk', 'su', 'üst', 'atmak', 'birden', 'ürpermek']","['Soğuk', 'suyu', 'üstüme', 'atınca', 'birden', 'ürperdim']"
üstünden atmak,Hava çok sıcak yine de üstüme birşeyler atıyor.,nonidiom,0.6,3,2,0,"[5, 7]","['üstüme', 'atıyor']","['hava', 'çok', 'sıcak', 'yine', 'de', 'üst', 'birşey', 'atmak', '.']","['Hava', 'çok', 'sıcak', 'yine', 'de', 'üstüme', 'birşeyler', 'atıyor', '.']"
üstünden atmak,"Bugün yanlış örnekler girerek sıranın en tepesine yükselenleri bol bol oylama yaparak sıranın üstünden atmalıyız, yoksa Dodo bu deyimi yanlış öğrenecek.",nonidiom,0.6,3,1,1,"[13, 14]","['üstünden', 'atmalıyız']","['bugün', 'yanlış', 'örnek', 'girmek', 'sıra', 'en', 'tepe', 'yükselmek', 'bol', 'bol', 'oylamak', 'yapmak', 'sıra', 'üst', 'atmak', ',', 'yoksa', 'Dodo', 'bu', 'deyim', 'yanlış', 'öğrenmek', '.']","['Bugün', 'yanlış', 'örnekler', 'girerek', 'sıranın', 'en', 'tepesine', 'yükselenleri', 'bol', 'bol', 'oylama', 'yaparak', 'sıranın', 'üstünden', 'atmalıyız', ',', 'yoksa', 'Dodo', 'bu', 'deyimi', 'yanlış', 'öğrenecek', '.']"
